0, 0.6825163960456848, 0, 0.6825163960456848
1, 1.0, 1, 1.0
1, 1.0, 1, 1.0
1, 1.0, 1, 1.0
1, 1.0, 1, 1.0
1, 1.0, 1, 1.0
1, 0.00038496634806506336, 5, 0.9996148347854614
2, 0.00717708095908165, 3, 0.9883877635002136
2, 0.4293785095214844, 5, 0.5540774464607239
2, 0.0021103278268128633, 5, 0.9978508949279785
2, 2.3260717796347308e-08, 5, 0.999984860420227
2, 4.7634671318519395e-06, 5, 0.9999608993530273
3, 0.9922882914543152, 3, 0.9922882914543152
3, 0.8896439075469971, 3, 0.8896439075469971
3, 0.24225743114948273, 2, 0.3555227220058441
3, 0.9825168251991272, 3, 0.9825168251991272
3, 0.9950295090675354, 3, 0.9950295090675354
3, 0.6546919941902161, 3, 0.6546919941902161
4, 0.000392890942748636, 3, 0.47056183218955994
4, 0.0016905266093090177, 5, 0.5262709259986877
5, 0.9999955892562866, 5, 0.9999955892562866
5, 0.9852694869041443, 5, 0.9852694869041443
5, 0.9999983310699463, 5, 0.9999983310699463
5, 0.999860405921936, 5, 0.999860405921936
5, 0.999657392501831, 5, 0.999657392501831
5, 0.9999946355819702, 5, 0.9999946355819702
5, 1.0, 5, 1.0
